Probe Set ID,chr,bp_start
208275_x_at,10,134893767
208276_at,12,29233419
208277_at,10,103979932
208278_s_at,12,29233419
208279_s_at,17,18608638
208280_at,17,18608638
208281_x_at,Y,23775090
208282_x_at,Y,23775082
208283_at,X,49241110
208284_x_at,22,23329182
208285_at,19,14798138
208286_x_at,1,153669998
208287_at,6,30050870
208288_at,2,169487693
208289_s_at,11,124944621
208290_s_at,14,102870327
208291_s_at,11,2141735
208292_at,2,68946116
208293_x_at,17,59340696
208294_x_at,17,59340696
208295_x_at,17,59340696
208296_x_at,5,118719628
208297_s_at,1,92862320
208298_at,1,92862320
208299_at,22,38296703
208300_at,19,60384427
208301_at,19,4307645
208302_at,5,143171918
208303_s_at,X_,andom
208304_at,3,46281622
208305_at,11,100415019
208306_x_at,6_,ox_
208307_at,Y,22106186
208308_s_at,19,39548006
208309_s_at,18,54489690
208310_s_at,3,121597742
208311_at,X,150095782
208312_s_at,1,12774132
208313_s_at,11,64288653
208314_at,4,110968598
208315_x_at,14,102313565
208316_s_at,X,128501932
208317_at,3,38363243
208318_s_at,3,38363243
208319_s_at,X,48317843
208320_at,12,119582982
208321_s_at,12,119582982
208322_s_at,8,134540345
208323_s_at,8,124762215
208324_at,15,84061522
208325_s_at,15,84061522
208327_at,19,46286210
208328_s_at,15,97956184
208329_at,6,138578821
208330_at,11,44242733
208331_at,Y,25177030
208332_at,Y,23045931
208333_at,12,112385076
208334_at,4,115968379
208335_s_at,1,157441352
208336_s_at,19,14501496
208337_s_at,1,198263543
208338_at,11,56862524
208339_at,Y,18756722
208340_at,,
208341_x_at,17,59303103
208342_x_at,17,59303103
208343_s_at,1,198263392
208344_x_at,9,21430437
208345_s_at,1,38283489
208346_at,4,75138618
208347_at,22,42529321
208348_s_at,3,106882532
208349_at,8,73096039
208350_at,4,70831387
208351_s_at,22,20448344
208352_x_at,8,41632000
208353_x_at,8,41632000
208354_s_at,16,55456642
208356_x_at,17,59326004
208357_x_at,17,59326004
208358_s_at,4,115739358
208359_s_at,22,37152280
208360_s_at,,
208361_s_at,8,22158592
208363_s_at,2,98427844
208364_at,2,98427844
208365_s_at,4,2935497
208366_at,X,90976314
208367_x_at,7,99193234
208368_s_at,13,31787616
208369_s_at,19,12863083
208370_s_at,21,34810657
208371_s_at,6,33285314
208372_s_at,7,73136256
208373_s_at,11,72658586
208374_s_at,1,112963989
208375_at,9,21430439
208376_at,3,32969865
208377_s_at,X,48948467
208378_x_at,4,81406863
208379_x_at,4,156348468
208380_at,10,102976727
208381_s_at,10,72245793
208382_s_at,22,37245442
208383_s_at,20,55569584
208384_s_at,X,106956115
208385_at,15,69889985
208386_x_at,22,37244899
208387_s_at,20,33298055
208388_at,15,69889947
208389_s_at,11,35238974
208390_s_at,6,39124552
208391_s_at,6,39124534
208392_x_at,2,230743635
208393_s_at,5,131920929
208394_x_at,5,54309452
208395_s_at,21,32605200
208396_s_at,2,182740911
208397_x_at,11,128266641
208398_s_at,3,173722711
208399_s_at,20,57308955
208400_at,6,39124594
208401_s_at,6,39124594
208402_at,6,52159143
208403_x_at,14,64612928
208404_x_at,11,128266520
208405_s_at,6,109794409
208406_s_at,22,38627109
208407_s_at,11,57285844
208408_at,,
208409_at,18,41500104
208410_x_at,X,11221453
208411_x_at,4,77000051
208412_s_at,3,25444013
208413_at,3,25444013
208414_s_at,17,43982418
208415_x_at,13,110166207
208416_s_at,14,64302870
208417_at,12,4413568
208420_x_at,17,24025527
208421_at,,
208422_at,8,16042658
208423_s_at,8,16042658
208424_s_at,16,56019581
208425_s_at,17,58852873
208426_x_at,19_,andom
208427_s_at,9,23681983
208428_at,6,32897587
208429_x_at,20,42463434
208430_s_at,18,30589937
208431_s_at,11,8059484
208432_s_at,1,179719338
208433_s_at,1,53484827
208434_at,3,170349579
208435_s_at,12,48652886
208436_s_at,11,602582
208437_at,7,142723340
208438_s_at,1,27811395
208439_s_at,9,136912478
208440_at,3,129773533
208441_at,15,97259367
208442_s_at,11,107599052
208443_x_at,3,159297562
208445_s_at,7,72492684
208446_s_at,1,52380633
208447_s_at,X,106758448
208448_x_at,9,21206371
208449_s_at,10,103520074
208450_at,22,36296211
208451_s_at,6,32057863
208452_x_at,19,17073527
208453_s_at,10,111614931
208454_s_at,8,97866265
208455_at,11,119040666
208456_s_at,1,53231455
208457_at,1,1940722
208458_at,1,1209267
208459_s_at,8,21880310
208460_at,17,40237520
208461_at,17,1906714
208462_s_at,12,21849374
208463_at,4,46624998
208464_at,11,104986934
208465_at,3,51718037
208466_at,19,11297073
208467_at,13,73167627
208468_at,13,94161473
208469_s_at,6,32241920
208470_s_at,16,70654625
208471_at,16,70654625
208472_at,12,54705104
208473_s_at,16,20230045
208474_at,1,153827015
208475_at,10,13775708
208476_s_at,10,13775708
208477_at,11,17714113
208478_s_at,19,54150615
208479_at,12,4890805
208480_s_at,16,16151490
208481_at,7,94953219
208482_at,14,37748345
208483_x_at,17,36755896
208484_at,6,26125291
208485_x_at,2,201706003
208486_at,1,147168965
208487_at,9,128416618
208488_s_at,1,205736235
208489_at,1,145846706
208490_x_at,6,26307765
208491_s_at,9,70162046
208492_at,13,36291494
208493_at,7,27188939
208494_at,5,149550083
208495_at,5,170668974
208496_x_at,6,26379180
208497_x_at,5,134898565
208498_s_at,1,104000475
208499_s_at,13,95127483
208500_x_at,1,63561317
208501_at,9,134851886
208502_s_at,5,134392366
208503_s_at,7,91921703
208504_x_at,5,140559531
208505_s_at,19,53875071
208506_at,6,26358401
208507_at,19,14913300
208508_s_at,6,29249391
208509_s_at,19,14852237
208510_s_at,3,12368000
208511_at,4,37638450
208512_s_at,6,167970661
208513_at,15,58084426
208514_at,21,34743412
208515_at,6,27890800
208516_at,11,92342527
208517_x_at,5,72830248
208518_s_at,2,238835202
208519_x_at,20,2972267
208520_at,19,15713202
208521_at,11,55459507
208522_s_at,9,97249014
208523_x_at,6,26381182
208524_at,3,99733567
208525_s_at,7,143287996
208526_at,7,143287996
208527_x_at,21,43809547
208528_x_at,X,52798482
208529_at,13,76400200
208530_s_at,3,25444757
208531_at,14,93899803
208532_x_at,11,70915994
208533_at,13,111769973
208534_s_at,7,102010292
208535_x_at,10,71232174
208536_s_at,2,111597793
208537_at,19,10195519
208538_at,15,66859506
208539_x_at,1,151309720
208540_x_at,12,62331673
208541_x_at,10,59815313
208542_x_at,19,21782305
208543_at,19,15699853
208544_at,2,96144271
208545_x_at,20,59984618
208546_x_at,6,26359857
208547_at,6,26151483
208548_at,9,21340316
208549_x_at,12,12155363
208550_x_at,18,75724655
208551_at,6,26354887
208552_at,11,120036237
208553_at,6,26264597
208554_at,5,145698868
208555_x_at,20,23752656
208556_at,6,167490349
208557_at,7,27151801
208558_at,19,15765889
208559_at,,
208560_at,1,110861396
208561_at,12,21845244
208562_s_at,12,21845244
208563_x_at,2,104838400
208564_at,1,110947427
208565_at,18,13815764
208566_at,17,21259247
208567_s_at,17,21259247
208568_at,18,13874623
208569_at,6,26141382
208570_at,12,47658700
208571_at,12,47152714
208572_at,1,226679238
208573_s_at,6,29663705
208574_at,3,138966316
208575_at,6,26128696
208576_s_at,6,26139856
208577_at,6,26153617
208578_at,3,38713840
208579_x_at,1,120707565
208580_x_at,6,27899881
208581_x_at,16,55273882
208582_s_at,10,135347248
208583_x_at,6,27883966
208584_at,10,88708434
208585_at,6,26530325
208586_s_at,X,48128438
208587_s_at,17,3282913
208588_at,8,36865154
208589_at,5,135577021
208590_x_at,13,19614119
208591_s_at,11,14622197
208592_s_at,1,156590402
208593_x_at,17,41217655
208594_x_at,19,59434640
208595_s_at,18,46053044
208596_s_at,2,234302511
208597_at,11,58146801
208598_s_at,X,53576994
208599_at,X,53576994
208600_s_at,2,132891085
208601_s_at,20,57027972
208602_x_at,11,60495913
208603_s_at,22,49388427
208604_s_at,7,27114058
208605_s_at,1,155097350
208606_s_at,1,22319129
208607_s_at,11,18245010
208608_s_at,8,121620297
208609_s_at,6,32117104
208610_s_at,16,2742654
208611_s_at,9,130354730
208612_at,1,145116302
208613_s_at,3,57969166
208614_s_at,3,58129222
208615_s_at,1,32144610
208616_s_at,17,37939020
208617_s_at,1,32144608
208619_at,11,60823561
208620_at,2,70168202
208621_s_at,6,159106767
208622_s_at,6,159106767
208623_s_at,6,159106837
208624_s_at,3,185515787
208625_s_at,3,185516661
208626_s_at,17,38420149
208627_s_at,1,42920673
208628_s_at,1,42920705
208629_s_at,12,8678197
208630_at,12,8678197
208631_s_at,12,8678203
208632_at,12,119456531
208633_s_at,1,39322425
208634_s_at,1,39322425
208635_x_at,6,32920964
208636_at,14,68410594
208637_x_at,14,68411151
208638_at,2,10832380
208639_x_at,2,10841437
208640_at,7,6380685
208641_s_at,7,6380753
208642_s_at,2,216682259
208643_s_at,2,216682376
208644_at,1,224615327
208645_s_at,1,222680543
208646_at,1,222680543
208647_at,8,11697624
208648_at,9,35046060
208649_s_at,9,35046902
208650_s_at,Y,19611900
208651_x_at,15,54150854
208652_at,5,133560685
208653_s_at,6,109794409
208654_s_at,6,109794409
208655_at,4,78187333
208656_s_at,4,78188344
208657_s_at,17,72827743
208658_at,7,148331088
208659_at,6,31806342
208660_at,19,18002607
208661_s_at,21,37379959
208662_s_at,21,37379959
208663_s_at,21,37379959
208664_s_at,21,37379959
208666_s_at,11,18240010
208667_s_at,1,81959891
208668_x_at,1,26671624
208669_s_at,15,46957602
208670_s_at,15,46957773
208671_at,6,122806450
208672_s_at,11,18643067
208673_s_at,11,18643075
208674_x_at,1,20850859
208675_s_at,1,20851267
208676_s_at,12,54784601
208677_s_at,19,523564
208678_at,22,16454935
208679_s_at,2,218798887
208680_at,1,45749427
208682_s_at,X,54850920
208683_at,1,221966835
208684_at,1,158526019
208685_x_at,6,33044394
208686_s_at,6,33044414
208687_x_at,12,4076841
208688_x_at,7,2361026
208689_s_at,20,35241136
208690_s_at,10,96987321
208691_at,3,197260552
208692_at,11,74788239
208693_s_at,7,30601038
208694_at,8,48848221
208695_s_at,6,74139373
208696_at,5,10314665
208697_s_at,6,74058402
208698_s_at,X,70420226
208699_x_at,3,53234703
208700_s_at,3,53234712
208701_at,11,129444995
208702_x_at,11,129444995
208703_s_at,11,129444995
208704_x_at,11,129445025
208705_s_at,14,102870115
208706_s_at,14,102870115
208707_at,14,102870115
208708_x_at,14,102870291
208709_s_at,1,52027471
208710_s_at,19,2051992
208711_s_at,11,69165118
208712_at,11,69165121
208713_at,19,46462075
208714_at,11,67130973
208715_at,1,163962530
208716_s_at,1,163963402
208717_at,14,22305743
208718_at,22,37209390
208719_s_at,22,37211828
208720_s_at,X,43772884
208721_s_at,12,120230542
208722_s_at,12,120230543
208723_at,X,46977382
208724_s_at,2,65168517
208725_at,2,171316464
208726_s_at,2,171316464
208727_s_at,1,22251768
208728_s_at,1,22277506
208729_x_at,6,29903605
208730_x_at,8,61592076
208731_at,8,61592076
208732_at,8,61592076
208733_at,8,61592076
208734_x_at,8,61592292
208735_s_at,12,56502849
208736_at,1,209682238
208737_at,9,116389865
208738_x_at,17,70675419
208739_x_at,17,45668190
208740_at,13,20612680
208741_at,13,20612680
208742_s_at,13,20612717
208743_s_at,20,42947763
208744_x_at,13,30608761
208745_at,11,117777313
208746_x_at,11,117777530
208747_s_at,12,7038293
208748_s_at,6,30803464
208749_x_at,6,30803586
208750_s_at,1,226336983
208751_at,19,52682706
208752_x_at,12,74726216
208753_s_at,12,74727490
208754_s_at,12,74726226
208755_x_at,1,224317041
208756_at,1,32460600
208757_at,5,176951818
208758_at,2,215885053
208759_at,1,158579685
208760_at,16,1301872
208761_s_at,1,158553734
208762_at,2,202779153
208763_s_at,X,106843109
208764_s_at,1,207507618
208765_s_at,1,23508602
208766_s_at,1,23508863
208767_s_at,8,98857236
208768_x_at,2,107897784
208769_at,10,71833887
208770_s_at,10,71834140
208771_s_at,12,94918853
208772_at,5,139844910
208773_s_at,5,139885982
208774_at,17,77793836
208775_at,2,61558604
208776_at,17,27795614
208777_s_at,17,27795614
208778_s_at,12,19985459
208779_x_at,6,30960319
208780_x_at,18,9904237
208781_x_at,6,108639736
208782_at,3,121595816
208783_s_at,1,205992024
208784_s_at,6,43089981
208785_s_at,16,85983442
208786_s_at,12,115498041
208787_at,13,18776382
208788_at,6,53240161
208789_at,17,37807992
208790_s_at,17,37809461
208791_at,8,27511568
208792_s_at,8,27511568
208793_x_at,19,10955795
208794_s_at,19,10955795
208795_s_at,7,99528339
208796_s_at,5,162797204
208797_s_at,15,32458557
208798_x_at,15,32458563
208799_at,14,22564906
208800_at,4,57028530
208801_at,4,57028530
208802_at,4,57028530
208803_s_at,4,57028548
208804_s_at,20,41519946
208805_at,14,34831382
208806_at,17,7732893
208807_s_at,17,7732893
208808_s_at,4,174489427
208809_s_at,6,24813145
208810_at,7,156822507
208811_s_at,7,156822507
208812_x_at,6,31344506
208813_at,10,101147031
208814_at,5,132415029
208815_x_at,5,132415568
208816_x_at,9,33614222
208817_at,22,18309332
208818_s_at,22,18309332
208819_at,19,16083635
208820_at,8,141737682
208821_at,20,2390297
208822_s_at,1,153925497
208823_s_at,X,46962575
208824_x_at,X,46962575
208825_x_at,11,9584252
208826_x_at,5,130522883
208827_at,17,4646428
208828_at,9,115209341
208829_at,6,33375451
208830_s_at,17,24013428
208831_x_at,17,24013428
208832_at,22,44446375
208833_s_at,22,44446415
208834_x_at,16,67328752
208835_s_at,17,46151962
208836_at,3,143078305
208837_at,15,77390550
208838_at,12,65949391
208839_s_at,12,65949415
208840_s_at,4,76786790
208841_s_at,4,76786994
208842_s_at,2,171493956
208843_s_at,2,171494054
208844_at,8,42370517
208845_at,8,42368572
208846_s_at,14,99500618
208847_s_at,4,100212154
208848_at,4,100211441
208849_at,1,28049657
208850_s_at,11,118793754
208851_s_at,11,118794097
208852_s_at,5,179058601
208853_s_at,5,179058618
208854_s_at,13,97902305
208855_s_at,13,97902414
208856_x_at,2,38562446
208857_s_at,6,150112695
208858_s_at,12,54808320
208859_s_at,X,76647009
208860_s_at,X,76649332
208861_s_at,X,76647846
208862_s_at,11,57285844
208863_s_at,17,53436166
208864_s_at,17,4422239
208865_at,5,148853117
208866_at,5,148853117
208867_s_at,5,148855037
208868_s_at,12,10256715
208869_s_at,12,10256715
208870_x_at,10,7870111
208871_at,12,6907736
208872_s_at,5,112239980
208873_s_at,5,112239979
208874_x_at,9,130913064
208875_s_at,3,198031638
208876_s_at,3,198031638
208877_at,3,198031638
208878_s_at,3,198031638
208879_x_at,20,62082892
208880_s_at,20,62082960
208881_x_at,10,1075964
208882_s_at,8,103333613
208883_at,8,103333613
208884_s_at,8,103335636
208885_at,13,45598507
208886_at,22,36531200
208887_at,19,10086693
208888_s_at,12,123374913
208889_s_at,12,123374913
208890_s_at,22,49055540
208891_at,12,88265969
208892_s_at,12,88265969
208893_s_at,12,88266536
208894_at,6,32515678
208895_s_at,2,118288750
208896_at,2,118288750
208897_s_at,11,129670125
208898_at,14,66874540
208899_x_at,14,66875042
208900_s_at,1,169575063
208901_s_at,1,169575063
208902_s_at,19,8292384
208903_at,19,8292384
208904_s_at,11,82078231
208905_at,6,34295128
208906_at,11,62214328
208907_s_at,6,30693584
208908_s_at,5,96089768
208909_at,22,38601245
208910_s_at,17,5276822
208911_s_at,3,58388790
208912_s_at,17,37372347
208913_at,16,23382871
208914_at,16,23382871
208915_s_at,16,23386384
208916_at,19,51970239
208917_x_at,1,1672532
208918_s_at,1,1672532
208919_s_at,1,1672537
208920_at,7,87672365
208921_s_at,7,87673541
208922_s_at,11,62316219
208923_at,15,20444176
208924_at,1,51474889
208925_at,3,99717433
208926_at,6,31935132
208927_at,17,45031551
208928_at,7,75421255
208929_x_at,16,88154602
208930_s_at,19,10625973
208931_s_at,19,10642269
208932_at,16,29994848
208933_s_at,1,234753361
208934_s_at,1,234755967
208935_s_at,1,234755958
208936_x_at,1,234753361
208937_s_at,20,29656830
208938_at,1,155003981
208939_at,2,200232392
208940_at,2,200232392
208941_s_at,2,200232450
208942_s_at,3,171167276
208943_s_at,3,171167292
208944_at,3,30623324
208945_s_at,17,38215680
208946_s_at,17,38215684
208947_s_at,19,18803840
208948_s_at,19,15104049
208949_s_at,14,54673839
208950_s_at,5,76621562
208951_at,5,76621562
208952_s_at,10,845438
208953_at,10,845438
208954_s_at,10,845483
208955_at,15,46411721
208956_x_at,15,46411717
208957_at,9,101780834
208958_at,9,101780834
208959_s_at,9,101784603
208960_s_at,10,3811214
208961_s_at,10,3811363
208962_s_at,11,61323672
208963_x_at,11,61323672
208964_s_at,11,61323674
208965_s_at,1,157246315
208966_x_at,1,157246331
208967_s_at,1,33251232
208968_s_at,18,22433281
208969_at,12,4628534
208970_s_at,1,45250506
208971_at,1,45250506
208972_s_at,17,44325156
208973_at,1,44459352
208974_x_at,17,43082328
208975_s_at,17,43082273
208977_x_at,9,139255583
208978_at,14,105012208
208979_at,20,32766299
208980_s_at,12,123962102
208981_at,17,59753594
208982_at,17,59753594
208983_s_at,17,59754823
208984_x_at,X,46889607
208985_s_at,15,42616624
208986_at,15,54998142
208987_s_at,11,66643962
208988_at,11,66643962
208989_s_at,11,66772359
208990_s_at,10,69767378
208991_at,17,37720395
208992_s_at,17,37721104
208993_s_at,2,170149124
208994_s_at,2,170149124
208995_s_at,2,170149199
208996_s_at,16,56054120
208997_s_at,11,73363613
208998_at,11,73363364
208999_at,5,132119594
209000_s_at,5,132121734
209001_s_at,3,135679239
209002_s_at,12,52391209
209003_at,17,4781351
209004_s_at,4,15215735
209005_at,4,15215260
209006_s_at,1,25443149
209007_s_at,1,25441327
209008_x_at,1,155309656
209009_at,13,46243484
209010_s_at,5,14196810
209011_at,5,14196810
209012_at,5,14196810
209013_x_at,5,14196945
209014_at,X,51653493
209015_s_at,7,156822470
209016_s_at,12,50913304
209017_s_at,19,5642844
209018_s_at,1,20832538
209019_s_at,1,20832558
209020_at,20,42258960
